,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target_encoded,Total Curricular units (grade),Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (without evaluations)
4187,1,11,1,2,0,0,0.0,0,21,27,3,7,0.0,0,0,0,1,0,0,0.7959093781073475,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4642634338682418,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
4188,0,0,1,13,1,0,0.0,0,21,0,7,0,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4230088527624362,-0.37101983423498863,-0.20082234344761415,0.11553672812843996,0.44497210209234944,2.5308555242735276
4189,0,12,1,10,1,0,0.0,0,22,26,1,1,0.0,1,0,0,1,0,0,0.7959093781073475,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4483969681271927,2.8307214448408473,1.3710326877033276,1.3362340860923536,0.8470299467730539,-0.23490997359881433
4190,0,13,1,16,0,13,0.0,0,21,26,9,9,0.0,0,0,0,1,0,0,0.2319638572181003,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.4213540050085385,2.1362376718506213,0.9311044657754701,1.2810288083245458,0.5992625156070168,-0.23490997359881433
4193,0,7,2,10,1,0,0.0,0,0,3,4,4,0.0,0,0,0,1,0,1,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4630054676464645,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.25963353557025814,-0.23490997359881433
4194,0,0,5,8,1,0,0.0,0,22,27,9,9,0.0,1,0,1,0,0,0,-0.08485788691433913,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-0.12487673463936469,-0.37101983423498863,-0.20082234344761415,0.7076304848405326,-1.7697133631024018,-0.23490997359881433
4195,0,0,5,10,1,0,0.0,0,21,26,9,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.43515098095707516,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.25963353557025814,-0.23490997359881433
4196,0,0,1,11,1,0,0.0,0,12,26,5,5,0.0,0,0,0,1,0,1,-0.253759460374585,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5303213564186271,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4197,0,7,6,14,1,0,0.0,0,0,0,4,2,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5212910178799142,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
4199,0,0,1,11,1,0,0.0,0,22,27,5,5,0.0,1,0,0,1,0,1,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.48443677776747845,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4200,0,0,1,8,1,0,0.0,0,21,26,28,32,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.4230088527624362,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,0.44497210209234944,-0.23490997359881433
4201,0,7,1,2,0,0,0.0,0,21,26,5,6,0.0,1,0,1,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.43254100268862306,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4203,0,0,2,4,1,0,0.0,0,12,27,9,9,0.0,1,0,0,1,0,1,-0.4305196917739134,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.4935811013891476,0.5220833093632413,0.09160737073300991,0.3895330061866227,0.5992625156070168,-0.23490997359881433
4204,0,0,1,9,1,0,0.0,0,18,27,0,7,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.41470066823160184,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.25963353557025814,-0.23490997359881433
4205,0,0,3,11,1,0,0.0,0,0,26,4,9,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5314792775024902,-0.37101983423498863,0.342106715835676,0.11553672812843996,0.5992625156070168,-0.23490997359881433
4206,0,0,1,10,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5629698532884514,-0.37101983423498863,0.09160737073300991,0.3268641370706001,0.25963353557025814,-0.23490997359881433
4207,0,0,1,11,1,0,0.0,0,22,26,7,8,0.0,0,0,0,1,0,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5967616127655261,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
4208,0,0,1,1,1,0,0.0,0,0,27,4,9,0.0,1,0,0,0,0,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
4209,0,0,1,8,1,0,0.0,17,21,26,9,9,0.0,0,0,0,1,1,0,-0.4305196917739134,1,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5180624010889433,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.44497210209234944,-0.23490997359881433
4210,0,0,1,10,1,0,0.0,0,12,0,3,7,0.0,0,0,0,1,0,1,-0.08485788691433913,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.502623555194704,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.25963353557025814,-0.23490997359881433
4211,0,0,1,9,1,0,0.0,0,12,26,5,4,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.6081587663144434,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
4212,0,7,2,14,1,0,0.0,0,0,0,4,8,0.0,1,0,0,1,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5582254893547034,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
4213,0,0,1,9,1,0,0.0,0,12,26,9,9,0.0,0,0,0,0,0,1,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4633201420222362,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.44497210209234944,-0.23490997359881433
4214,0,0,2,11,1,0,0.0,0,22,26,5,6,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5843894988431766,-0.37101983423498863,0.4550819916450282,0.3268641370706001,0.8470299467730539,-0.23490997359881433
4215,0,0,1,1,1,0,0.0,0,12,26,5,6,0.0,1,0,1,0,0,0,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
4216,0,0,6,14,1,0,0.0,0,0,26,3,3,0.0,1,0,1,0,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-2.1750170959725468,-0.37101983423498863,-0.3676636912355508,-0.35443452606497855,-1.7697133631024018,-0.23490997359881433
4217,0,0,2,14,1,0,0.0,0,0,1,9,3,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4950951897635039,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4219,0,6,4,9,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4642634338682418,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
4220,0,0,1,13,1,0,0.0,0,18,27,0,4,0.0,0,0,0,1,0,0,-0.08485788691433913,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-0.06240726190366126,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,-1.7697133631024018,-0.23490997359881433
4221,0,0,1,9,1,0,0.0,0,21,26,9,9,0.0,0,0,0,1,0,0,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.687338706349862,-0.37101983423498863,0.09160737073300991,0.5594598809220145,0.5992625156070168,-0.23490997359881433
4222,0,0,1,9,1,0,0.0,0,12,0,9,9,0.0,1,0,0,1,0,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5151161091349209,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4223,0,7,2,10,1,0,0.0,0,12,27,5,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.45509869811181825,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4224,0,13,1,11,1,0,0.0,0,22,13,5,8,0.0,0,0,0,1,0,1,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.5277099786956073,-0.37101983423498863,0.4550819916450282,0.5055389154534011,0.8470299467730539,-0.23490997359881433
4225,0,14,1,9,1,13,0.0,0,22,13,5,0,0.0,0,0,0,1,0,0,-0.253759460374585,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.502323757391799,1.9376183012426174,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4226,0,7,2,2,0,0,0.0,0,12,0,5,5,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.40461727716902557,-0.37101983423498863,0.09160737073300991,0.5594598809220145,0.5992625156070168,-0.23490997359881433
4227,0,0,6,9,1,0,0.0,0,22,0,7,4,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.523631062865313,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4229,1,11,1,5,1,0,0.0,0,20,25,12,5,0.0,0,0,0,0,0,1,0.7959093781073475,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-0.09304118206842142,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,-1.7697133631024018,5.80181115306651
4230,1,13,1,11,1,0,0.0,0,2,2,2,2,0.0,0,0,0,1,0,0,0.7959093781073475,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.604201164412267,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
4232,0,13,1,13,1,0,0.0,0,0,27,4,4,0.0,0,0,1,0,0,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.4019070825238633,-0.37101983423498863,0.09160737073300991,0.4489866395892748,0.25963353557025814,-0.23490997359881433
4233,0,0,5,11,1,0,0.0,0,22,27,9,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.6118351995130197,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4236,0,13,1,14,1,0,0.0,0,22,13,9,9,0.0,1,0,0,1,1,1,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5100827378297074,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
4238,0,0,1,5,1,0,0.0,0,22,13,4,11,0.0,0,0,1,0,1,0,-0.4305196917739134,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.39884725779923313,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-0.28324362764915506,-0.23490997359881433
4239,0,11,1,5,1,14,0.0,0,2,1,3,2,0.0,1,0,0,1,0,0,0.6625743023277183,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.6332956981301512,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
4240,0,15,1,5,1,0,0.0,0,0,0,9,4,0.0,0,0,0,1,0,0,-0.08485788691433913,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5764916429690123,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
4241,0,0,3,11,1,0,0.0,0,21,26,9,9,0.0,1,0,1,0,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.5198250565962441,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4242,0,7,1,9,1,0,0.0,0,12,27,3,3,0.0,1,0,0,0,0,0,-0.6159057152070485,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.3875281714024953,-0.37101983423498863,0.09160737073300991,0.7968353912640186,-0.28324362764915506,-0.23490997359881433
4244,0,0,1,1,1,0,0.0,0,2,2,2,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,0.47145914816104706,2.7186094194330943,1.1648523987162542,0.7530908891574698,1.042194090810962,-0.23490997359881433
4245,0,8,4,15,1,0,0.0,0,12,26,9,6,0.0,1,0,1,0,0,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-2.1750170959725468,-0.37101983423498863,0.2213340587042433,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
4246,1,13,1,16,0,0,0.0,0,22,13,3,3,0.0,0,0,0,0,0,0,2.0178177338811847,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.41034656946941067,3.4889077337144236,1.4961222624663546,0.9189578937826927,0.8470299467730539,-0.23490997359881433
4247,1,11,2,2,0,11,0.0,0,21,26,4,7,0.0,0,0,1,1,0,0,1.8229206672865463,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.39884725779923313,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
4248,1,11,1,11,1,2,0.0,0,0,0,4,6,0.0,0,0,1,0,0,0,1.0493139100671907,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.4377525938962186,2.1362376718506213,0.342106715835676,0.5055389154534011,0.02752064147463172,-0.23490997359881433
4249,1,13,1,16,0,2,0.0,0,21,26,9,9,0.0,0,0,0,1,0,0,2.2032037573143217,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5721010843688383,2.7186094194330943,0.9311044657754701,0.5594598809220145,1.042194090810962,-0.23490997359881433
4250,3,11,1,11,1,11,0.0,0,21,26,5,7,0.0,0,0,0,0,0,0,2.1116412602871883,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.42663768545285896,-0.37101983423498863,0.5612059506361214,0.610983551365563,0.44497210209234944,5.296621022145869
4251,0,0,1,8,1,0,0.0,0,6,15,4,3,0.0,0,0,0,1,0,0,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-0.2286394072638783,-0.37101983423498863,-0.20082234344761415,0.6603140485314349,-1.7697133631024018,-0.23490997359881433
4252,1,0,1,16,0,0,0.0,0,12,13,9,9,0.0,0,0,0,1,0,0,0.7959093781073475,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.42466033358063365,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,0.44497210209234944,-0.23490997359881433
4253,0,8,2,15,1,0,0.0,0,12,26,9,4,0.0,1,0,1,0,0,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-0.08064853612785508,-0.37101983423498863,0.342106715835676,0.7076304848405326,-1.7697133631024018,-0.23490997359881433
4254,0,0,1,13,1,0,0.0,0,21,26,5,9,0.0,1,0,0,1,0,0,0.076854167354404,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.39028672135449227,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.25963353557025814,-0.23490997359881433
4255,0,3,1,2,0,3,0.0,0,1,2,2,2,0.0,0,0,0,1,0,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.5124552716113044,3.353153293121994,1.4346945838596235,1.2524078052435275,0.949757451276701,-0.23490997359881433
4256,0,11,1,11,1,0,0.0,0,0,13,4,8,0.0,0,0,0,1,0,0,0.2319638572181003,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4639491250387051,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4258,0,0,2,11,1,0,0.0,0,12,13,7,7,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.47270409095438365,-0.37101983423498863,0.5612059506361214,0.610983551365563,0.7314298216871751,-0.23490997359881433
4259,0,0,1,14,1,0,0.0,0,21,13,9,10,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.5297417758569539,-0.37101983423498863,0.09160737073300991,0.7530908891574698,-0.28324362764915506,-0.23490997359881433
4260,0,11,1,3,1,0,0.0,0,21,26,9,9,0.0,0,0,1,0,0,0,2.788923892287634,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
4261,1,13,1,16,0,1,0.0,0,21,26,9,9,0.0,0,0,0,0,0,0,1.921618677695352,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.4764275036399885,3.4228175817988893,1.2363116761946304,0.7076304848405326,0.949757451276701,-0.23490997359881433
4262,0,7,1,8,1,0,0.0,0,0,26,3,7,0.0,0,0,0,1,0,0,-0.6159057152070485,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5088938653474735,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,0.44497210209234944,-0.23490997359881433
4263,1,11,1,16,0,8,0.0,0,21,0,9,4,0.0,0,0,0,1,1,0,1.0493139100671907,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.3933789252546448,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-0.7550399137660718,-0.23490997359881433
4264,0,14,1,3,1,13,0.0,0,21,13,9,9,0.0,0,0,0,1,1,1,0.2319638572181003,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5071072852964912,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
4265,0,7,5,14,1,0,0.0,0,0,13,9,5,0.0,1,0,0,1,1,0,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.48810687840799916,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
4267,0,0,1,10,1,0,0.0,0,0,0,5,5,0.0,1,0,0,1,1,1,-0.253759460374585,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4335207282657881,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.44497210209234944,-0.23490997359881433
4268,0,0,2,16,0,0,0.0,0,4,0,4,4,0.0,0,0,0,1,1,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.413028777749403,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,0.25963353557025814,-0.23490997359881433
4270,0,7,1,4,1,0,0.0,0,21,27,9,7,0.0,0,0,0,1,1,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4902401320462151,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
4271,0,7,4,6,1,0,0.0,0,0,2,1,4,0.0,1,0,0,1,1,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,0.6071052910956561,-0.37101983423498863,-0.20082234344761415,-0.14310711712281785,0.44497210209234944,-0.23490997359881433
4272,0,0,1,11,1,0,0.0,0,0,13,9,9,0.0,0,0,0,1,1,1,-0.6159057152070485,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.47021229301243744,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
4276,4,11,1,8,1,0,0.0,0,0,13,4,7,0.0,0,0,0,0,1,0,0.9247237397795528,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-0.03288755267862939,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
4277,0,7,1,6,1,0,0.0,0,12,26,11,5,0.0,1,0,0,1,1,0,-0.253759460374585,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.4269667762913977,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,0.02752064147463172,4.6639348761539
4278,0,0,3,14,1,0,0.0,0,0,0,4,7,0.0,1,0,1,1,1,1,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.6034073232319888,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
4279,0,7,1,10,1,0,0.0,0,12,0,9,9,0.0,0,0,0,1,1,1,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,0.3895330061866227,-1.7697133631024018,-0.23490997359881433
4280,0,11,1,16,0,0,0.0,0,12,26,9,7,0.0,0,0,0,1,1,0,0.6625743023277183,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-0.15801205136655735,-0.37101983423498863,-0.20082234344761415,0.11553672812843996,-1.7697133631024018,-0.23490997359881433
4282,0,8,2,8,1,0,0.0,0,21,26,5,9,0.0,1,0,0,1,1,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.3457114613103484,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,0.02752064147463172,-0.23490997359881433
4283,0,11,1,8,1,11,0.0,0,22,13,7,9,0.0,0,0,1,0,1,0,0.7959093781073475,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.15801205136655735,-0.37101983423498863,-0.20082234344761415,0.26061229220679744,-1.7697133631024018,-0.23490997359881433
4286,0,0,1,5,1,0,0.0,0,21,13,9,9,0.0,1,0,0,1,1,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5142301321044778,-0.37101983423498863,-0.20082234344761415,0.3268641370706001,0.25963353557025814,2.5308555242735276
4287,0,14,1,5,1,13,0.0,0,0,0,4,4,0.0,0,0,0,1,1,0,-0.253759460374585,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4289385243268867,0.5220833093632413,-0.20082234344761415,0.610983551365563,0.44497210209234944,-0.23490997359881433
4288,0,14,1,3,1,13,0.0,0,0,2,9,2,0.0,1,0,1,0,1,0,0.076854167354404,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.4483969681271927,-0.37101983423498863,0.09160737073300991,0.5055389154534011,-0.28324362764915506,-0.23490997359881433
4289,0,0,1,9,1,0,0.0,0,12,0,7,3,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.39680094778570135,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
4290,0,0,1,1,1,0,0.0,0,0,9,4,4,0.0,1,0,0,1,1,1,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.40799234457692735,3.201392740157931,1.4346945838596235,0.9189578937826927,1.1262152226846742,-0.23490997359881433
4291,0,0,1,1,1,0,0.0,0,0,27,4,5,0.0,1,0,0,1,1,0,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
4292,1,11,1,11,1,2,0.0,0,0,0,4,6,0.0,0,0,0,1,1,0,1.2868699946120181,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.5452470005078223,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
4293,0,0,6,10,1,0,0.0,0,12,13,9,9,0.0,1,0,0,1,1,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.34607504588177435,-0.37101983423498863,0.09160737073300991,1.029431135115433,-0.7550399137660718,-0.23490997359881433
4294,0,11,1,3,1,0,0.0,0,22,26,7,7,0.0,0,0,0,1,1,0,1.2868699946120181,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5438237096957742,3.6689875689808873,1.6684425168004084,1.2810288083245458,1.2032261078040918,2.5308555242735276
4296,0,14,1,4,1,13,0.0,0,0,27,5,5,0.0,1,1,0,1,1,1,-0.253759460374585,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4259791032324403,2.3082895965597006,0.5612059506361214,0.3268641370706001,0.7314298216871751,-0.23490997359881433
4297,0,0,1,14,1,0,0.0,0,22,26,9,6,0.0,0,0,0,1,1,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5297417758569539,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
4298,0,11,1,16,0,13,0.0,0,12,13,9,9,0.0,0,0,0,1,1,0,0.2319638572181003,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.13599164308272438,-0.37101983423498863,-0.20082234344761415,0.0355676612599826,-1.7697133631024018,-0.23490997359881433
4299,0,7,1,8,1,0,0.0,0,22,27,9,8,0.0,0,0,0,1,1,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.2962295063206105,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,-0.7550399137660718,-0.23490997359881433
4300,0,14,1,3,1,13,0.0,0,0,26,6,6,0.0,1,0,0,1,1,0,-0.4305196917739134,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.42828180702396296,-0.37101983423498863,0.09160737073300991,0.9189578937826927,0.44497210209234944,-0.23490997359881433
4301,0,13,1,1,1,13,0.0,0,22,26,9,7,0.0,0,0,0,0,1,0,0.38098922270875074,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
4302,0,7,6,8,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,1,0,0.38098922270875074,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.3909748965056221,3.7764227272709165,1.5554672409910553,0.9569643062920277,1.2032261078040918,-0.23490997359881433
4303,0,7,4,14,1,0,0.0,0,0,0,4,5,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.42466033358063365,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
